11530;0100-0200;;USA;Family Radio;S;SAm;o;1;;
11530;0330-0700;;USA;Radio Farda;FS;IRN;/D-L;6;1305;2805
11530;0700-1200;;USA;Radio Farda;FS;IRN;/KWT;6;1305;2805
11530;1200-1730;;USA;Radio Farda;FS;IRN;/D-L;6;1305;2805
11532;0740-0750;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;111;2802[0217]
11535;0830-0840;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;111;2802[0217]
11540;1200-1300;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
11540;1300-1400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
11540;1000-1010;Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;103;3004
11540;1000-1010;Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;109;3110[1014]
11540;1400-1430;;USA;Adventist World Radio;C-A;SEA;/GUM-a;0;;
11540;1430-1500;;USA;Adventist World Radio;K-W;SEA;/GUM-a;0;;
11540;1500-1530;;USA;Adventist World Radio;NE;SAs;/GUM-a;0;;
11540;1600-1630;;USA;Adventist World Radio;UR;SAs;/GUM-a;0;;
11540;1200-1300;;USA;Radio Free Asia;TB;FE;/MRA-t;0;;
11540;1300-1400;;USA;Radio Free Asia;TB;FE;/KWT;0;;
11550;1200-1500;;CLA;National Unity Bc.Sta.;K;KRE;/TJK-y;5;;
11560;1800-1900;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
11560;1130-1200;;CLA;Suab Xaa Moo Zoo;HM;SEA;/TWN-s;1;2909;
11560;1530-1545;;IND;AIR Delhi;E;AFG;b;1;;[0917]
11560;0215-0300;;IND;All India Radio GOS;PS;AFG;p;1;;
11560;0300-0345;;IND;All India Radio GOS;DR;AFG;p;1;;
11560;1315-1415;;IND;All India Radio GOS;DR;AFG;b;1;;
11560;1415-1530;;IND;All India Radio GOS;PS;AFG;b;1;;
11560;1530-1545;;IND;All India Radio GOS;SWA;AFG;b;6;806;806
11560;0740-0750;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;103;3004[0417]
11560;0740-0750;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;109;3110[1016]
11560;1800-1900;;USA;Radio Free Asia;M;FE;/MRA-s;0;;
11565;0830-0840;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;105;3108[0817]
11570;1430-1530;;CLA;North Korea Reform R.;K;KRE;/UZB;5;;
11570;1130-1200;;CLA;Suab Xaa Moo Zoo;HM;SEA;/TWN-s;6;2603;2809
11580;1300-1330;Mo-Fr;ARG;R.Argentina al Exterior;F;ENA;/USA-o;1;2205;
11580;1400-1500;Mo-Sa;ARG;R.Argentina al Exterior;S;ENA;/USA-o;1;2205;
11580;2100-2200;Mo-Fr;ARG;R.Argentina al Exterior;D;Eu;/USA-o;1;2205;
11580;2200-2300;Mo-Fr;ARG;R.Argentina al Exterior;I;Eu;/USA-o;1;106;
11580;2200-2300;Mo-Fr;ARG;R.Argentina al Exterior;S;Eu;/USA-o;6;2205;3105
11580;2330-2400;Sa;AUS;Hobart Radio Int.;E;ENA;/USA-o;1;;
11580;2300-2400;;CAN;Requiem for Radio;E;NAm;/USA-o;6;2505;2705
11580;2015-2030;Sa;CYP;FG Radio;E;ENA;/USA-o;6;2603;1009
11580;2300-2315;Tu,Th;CYP;FG Radio;E;ENA;/USA-o;1;;
11580;0230-0300;;CZE;Radio Prague;E;ENA;/USA-o;1;;
11580;2200-2300;;D;SWS Bye-bye Sitkunai;E;ENA;/USA-o;6;1504;1504
11580;2200-2300;;D;SWS Bye-bye Sitkunai;E;ENA;/USA-o;6;2204;2204
11580;1200-1215;;GUM;KTWR Trans World Radio;YI;FE;m;1;;
11580;1215-1230;SaSu;GUM;KTWR Trans World Radio;SNT;SAs;m;1;;
11580;1230-1245;SaSu;GUM;KTWR Trans World Radio;DZ;SAs;m;1;;
11580;1245-1315;;GUM;KTWR Trans World Radio;VN;SEA;m;1;;
11580;0130-0200;Sa;I;Radio IBC;E;ENA;/USA-o;1;;
11580;1300-1330;Fr;I;Radio IBC;E;ENA;/USA-o;6;1205;2105
11580;2130-2200;Mo;I;Studio DX;I;ENA;/USA-o;6;2603;2105
11580;2000-2030;Mo;RUS;Radiopanorama;R;ENA;/USA-o;1;;
11580;2315-2330;Sa;RUS;Radiopanorama;R;ENA;/USA-o;1;;
11580;0000-0030;;SVK;Radio Slovakia Int.;SK;ENA;/USA-o;1;;
11580;0030-0100;;SVK;Radio Slovakia Int.;E;ENA;/USA-o;1;;
11580;2100-2130;;SVK;Radio Slovakia Int.;E;ENA;/USA-o;6;2603;2105
11580;2100-2130;SaSu;SVK;Radio Slovakia Int.;E;ENA;/USA-o;1;2205;
11580;0100-0200;We;TWN;PCJ Radio Int.;E;ENA;/USA-o;1;;
11580;0700-0900;10Sep;TWN;PCJ Radio Int.;E;Eu;/USA-o;6;2008;1009
11580;0100-0700;;TWN;Sound of Hope;M;FE;;1;;
11580;0700-0800;;TWN;Sound of Hope;M;FE;;1;;[0617]
11580;0800-1000;;TWN;Sound of Hope;M;FE;;1;;[0917]
11580;1000-1100;;TWN;Sound of Hope;M;FE;;1;;
11580;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
11580;1400-1500;;TWN;Sound of Hope;M;FE;;1;;[0617]
11580;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
11580;2300-0100;;TWN;Sound of Hope;M;FE;;1;;
11580;0200-0230;;UKR;Radio Ukraine Int.;E;ENA;/USA-o;6;2603;3105
11580;0200-0230;Tu-Sa;UKR;Radio Ukraine Int.;E;ENA;/USA-o;1;106;
11580;1330-1400;Mo-Sa;UKR;Radio Ukraine Int.;E;ENA;/USA-o;6;2603;2105
11580;2330-2400;Mo-Fr;UKR;Radio Ukraine Int.;E;ENA;/USA-o;1;;
11580;0130-0200;Tu,Th;USA;Adventist World Radio;E;ENA;o;1;;
11580;0200-0230;Mo;USA;Adventist World Radio;E;ENA;o;1;106;
11580;2000-2030;Fr;USA;Adventist World Radio;E;ENA;o;1;;
11580;2030-2100;Mo;USA;Adventist World Radio;E;ENA;o;1;;
11580;2130-2200;We;USA;Adventist World Radio;E;ENA;o;6;2603;2105
11580;2300-2330;Su;USA;Adventist World Radio;E;ENA;o;1;;
11580;2130-2200;Fr;USA;Blues Radio Int.;E;ENA;o;6;2603;2105
11580;0300-1300;;USA;Brother Stair;E;ENA;o;1;;
11580;1500-2000;;USA;Brother Stair;E;ENA;o;1;;
11580;2030-2100;Fr;USA;Frecuencia al Dia;S;ENA;o;1;;
11580;2130-2200;Tu;USA;Frecuencia al Dia;S;ENA;o;6;2603;2105
11580;1400-1500;;USA;PAB R.Voice of Peace;KRW;Af;o;6;2705;2705
11580;1300-2100;;USA;PAB Radio Africa;E;ENA;o;6;1708;1708
11580;2030-2100;Su;USA;Voice of America;E;ENA;o;6;106;1806
11580;2330-2400;Su;USA;Voice of America;E;ENA;o;6;106;1806
11580;2000-2100;Th;USA;V.o.Report of the Week;E;ENA;o;6;2603;1506
11580;0200-0230;Su;USA;World of Radio;E;ENA;o;1;106;
11580;2130-2200;Th;USA;World of Radio;E;ENA;o;6;2603;2105
11580;2230-2300;Fr;USA;World of Radio;E;ENA;o;6;2603;2105
11580;0100-0115;Mo;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
11580;0100-0130;24567;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
11580;0115-0130;Mo;USA;WRMI Radio Miami Int.;I;ENA;o;1;;
11580;0130-0200;157;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
11580;1300-1330;;USA;WRMI Radio Miami Int.;E;ENA;o;6;2603;2105
11580;1300-1400;SaSu;USA;WRMI Radio Miami Int.;E;ENA;o;1;2205;
11580;1330-1400;Su;USA;WRMI Radio Miami Int.;E;ENA;o;6;2603;2105
11580;1400-1500;;USA;WRMI Radio Miami Int.;E;ENA;o;6;2603;2105
11580;1400-1500;Su;USA;WRMI Radio Miami Int.;E;ENA;o;1;2205;
11580;2000-2015;Sa;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
11580;2000-2100;237;USA;WRMI Radio Miami Int.;E;ENA;o;6;2603;3105
11580;2000-2100;Tu-We;USA;WRMI Radio Miami Int.;E;ENA;o;6;106;1009
11580;2000-2100;Tu;USA;WRMI Radio Miami Int.;E;ENA;o;1;1609;
11580;2000-2100;We,Su;USA;WRMI Radio Miami Int.;S;ENA;o;1;1609;
11580;2015-2030;Sa;USA;WRMI Radio Miami Int.;I;ENA;o;1;1609;
11580;2030-2100;Sa;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
11580;2130-2200;SaSu;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
11580;2200-2300;;USA;WRMI Radio Miami Int.;E;ENA;o;6;2603;2105
11580;2200-2300;SaSu;USA;WRMI Radio Miami Int.;E;ENA;o;1;2205;
11580;2300-2315;1356;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
11580;2315-2330;Mo-Fr;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
11580;2330-2400;Su;USA;WRMI Radio Miami Int.;E;ENA;o;6;2603;3105
11580;2330-2400;Su;USA;WRMI Radio Miami Int.;E;ENA;o;1;1906;
11580;2030-2100;Su;USA;Shortwave Radiogram;E;NAm;o;6;0107;2910[1017]
11580;2330-2400;Su;USA;Shortwave Radiogram;E;NAm;o;6;0107;2910[1017]
11581;1300-1310;Th,Sa;POL;E11 Polish Spy Numbers;E;;p;1;105;3108[0717]
11581;1925-1935;245;POL;E11 Polish Spy Numbers;E;;p;1;105;3108[0617]
11585;1315-1345;Su-Fr;GUM;KTWR Trans World Radio;HI;SAs;m;6;2603;1707
11585;1315-1330;Sa;GUM;KTWR Trans World Radio;MEI;SAs;m;6;2603;1707
11585;1315-1330;Su;GUM;KTWR Trans World Radio;TEL;SAs;m;6;2603;1707
11585;1330-1345;Sa;GUM;KTWR Trans World Radio;NE;SAs;m;6;2603;1707
11585;1345-1400;Mo-Fr;GUM;KTWR Trans World Radio;DO;SAs;m;6;2603;1707
11585;1345-1400;SaSu;GUM;KTWR Trans World Radio;KS;SAs;m;6;2603;1707
11585;1400-1415;Mo-Fr;GUM;KTWR Trans World Radio;GA;SAs;m;6;2603;1707
11585;1400-1430;SaSu;GUM;KTWR Trans World Radio;HI;SAs;m;6;2603;1707
11585;1415-1435;Mo-Fr;GUM;KTWR Trans World Radio;HI;SAs;m;6;2603;1707
11590;1900-1930;;G;End Times Coming Radio;E;ME;/BUL-s;6;608;2910
11590;1600-2000;;USA;Brother Stair;E;ME;/BUL-s;6;3003;404
11590;1800-1900;;USA;Brother Stair;E;ME;/BUL-s;6;608;2910
11590;1800-2030;;USA;Brother Stair;E;ME;/BUL-s;6;504;508
11590;1930-2030;;USA;Brother Stair;E;ME;/BUL-s;6;608;2910
11590;1500-1530;;USA;VoA Radio Ashna;DR;IRN;/THA-u;6;2603;2705
11590;1530-1600;;USA;VoA Radio Ashna;AFG;IRN;/THA-u;6;2603;27055
11590;1600-1630;;USA;VoA Radio Ashna;AFG;IRN;/THA-u;6;2603;2705
11590;1630-1730;;USA;VoA Radio Ashna;PS;IRN;/THA-u;6;2603;2705
11590;1200-1300;;XUU;Unknown Station;J;;/XUU;6;2009;2009
11600;0000-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0116]
11600;0230-0500;;CLA;Denge Kurdistan;KU;ME;/F;6;2603;1904
11600;0500-1400;;CLA;Denge Kurdistan;KU;ME;/MDA;6;2603;3009
11600;1400-1600;;CLA;Denge Kurdistan;KU;ME;/MDA;6;110;710
11600;1400-1600;;CLA;Denge Kurdistan;KU;ME;/BUL-s;6;2603;3009
11600;1600-1900;;CLA;Denge Kurdistan;KU;ME;/F;6;2603;304
11600;1600-1900;;CLA;Denge Kurdistan;KU;ME;/F;6;409;3009
11600;1600-1930;;CLA;Denge Kurdistan;KU;ME;/F;6;404;309
11600;1900-2030;;CLA;Denge Kurdistan;KU;ME;/MDA;6;2603;304
11600;1900-2100;;CLA;Denge Kurdistan;KU;ME;/MDA;6;409;3009
11600;1930-2030;;CLA;Denge Kurdistan;KU;ME;/MDA;6;404;905
11600;1930-2100;;CLA;Denge Kurdistan;KU;ME;/MDA;6;1005;309
11600;1000-1100;;TWN;Radio Taiwan Int.;IN;INS;p;1;;
11600;1100-1200;;TWN;Radio Taiwan Int.;E;INS;p;1;;
11600;1200-1300;;TWN;Radio Taiwan Int.;AM;SEA;p;1;;
11600;0000-0100;;TWN;Sound of Hope-RFA;M;FE;;1;;[1214]
11600;0100-1400;;TWN;Sound of Hope-RFA;M;FE;;1;;[0917]
11600;1400-1500;;TWN;Sound of Hope-RFA;CA;FE;;1;;[1214]
11600;1500-1600;;TWN;Sound of Hope-RFA;M;FE;;1;;[1214]
11600;1600-2000;;USA;Brother Stair;E;ME;/BUL-s;6;2603;2903
11605;1500-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;
11605;1500-1530;;TWN;Radio Taiwan Int.;CA;SEA;p;1;;
11605;1530-1600;;TWN;Radio Taiwan Int.;HK;SEA;p;1;;
11605.1;0800-0900;;TWN;Radio Taiwan Int.;J;J;p;1;;
11610;1300-1400;;CHN;China Radio Int.;BE;SAs;k;0;;
11610;1400-1500;;CHN;China Radio Int.;BE;SAs;k;0;;
11610;1500-1600;;CHN;China Radio Int.;E;NAf;ka;0;;
11610;1600-1700;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
11610;0000-0600;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
11610;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;B;1;;
11610;0855-1100;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
11610;0855-1300;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
11610;2300-0600;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
11610;1700-1800;;D;Deutsche Welle;F;Af;/AFS;0;;
11610;2100-2200;;MDG;MWV The Light of Life;M;WEu;m;0;;
11610;1600-1700;;USA;Radio Free Asia;M;FE;/MRA-t;0;;
11615;0600-1200;;TUR;Voice of Turkey;TU;ME;e;6;209;209
11615;1930-2030;;TUR;Voice of Turkey;F;WAf;e;0;;
11615;1800-1830;;USA;Afia Darfur Radio;A;EAf;/G-w;0;;
11615;1900-1930;;USA;Afia Darfur Radio;A;EAf;/STP;0;;
11620;0000-0600;;CHN;China National Radio 5;M;CHN;B;1;;
11620;0600-0900;Th-Tu;CHN;China National Radio 5;M;CHN;B;1;;
11620;0900-1000;;CHN;China National Radio 5;M;CHN;B;1;;
11620;1000-1100;;CHN;China Radio Int.;J;FE;x;0;;
11620;1100-1200;;CHN;China Radio Int.;J;FE;x;0;;
11620;1200-1300;;CHN;China Radio Int.;J;FE;x;0;;
11620;2300-2400;;CHN;China Radio Int.;VN;SEA;b;0;;
11620;1130-1135;;IND;AIR Delhi;HI;PAK;k;1;;
11620;1135-1140;;IND;AIR Delhi;E;PAK;k;1;;[0617]
11620;0135-0240;15Aug;IND;All India Radio GOS;HI;SAs;b;6;1408;1508
11620;0830-1130;;IND;All India Radio GOS;UR;PAK;k;1;;
11620;1515-1600;;IND;All India Radio GOS;GU;EAf;b;8;;
11620;1615-1715;;IND;All India Radio GOS;R;EEu;k;1;;
11620;2045-2230;;IND;All India Radio GOS;E;Oc;b;1;;
11625;0530-0600;;CVA;Radio Vaticana;P;SAf;/MDG;0;;
11625;0600-0630;;CVA;Radio Vaticana;F;CAf;;4;;
11625;0600-0630;;CVA;Radio Vaticana;F;WAf;;6;2603;3107
11625;0630-0700;;CVA;Radio Vaticana;E;CAf;;4;;
11625;0630-0700;;CVA;Radio Vaticana;E;WAf;;6;2603;3107
11625;1600-1615;Sa;CVA;Radio Vaticana;SWA;EAf;/MDG;4;;
11625;1600-1630;Su-Fr;CVA;Radio Vaticana;SWA;EAf;/MDG;4;;
11625;1615-1630;Sa;CVA;Radio Vaticana;SO;EAf;/MDG;4;;
11625;1630-1645;We-Su;CVA;Radio Vaticana;AH;EAf;/MDG;4;;
11625;1645-1700;We-Su;CVA;Radio Vaticana;TIG;EAf;/MDG;4;;
11625;1700-1730;;CVA;Radio Vaticana;F;CAf;/MDG;4;;
11625;1730-1800;;CVA;Radio Vaticana;E;EAf;;4;;
11625;1800-1830;;CVA;Radio Vaticana;P;WAf;;1;;
11625;1900-1930;Sa;CVA;Radio Vaticana;S;WAf;;1;;
11625;1940-2000;Su;CVA;Radio Vaticana;Ros;CAf;;4;;
11625;1700-1800;;G;BBC;E;EAf;/BUL-s;6;106;2007
11625;1700-1715;Mo-Fr;G;BBC;AH;EAf;/MDA;6;2107;2910
11625;1715-1730;Mo-Fr;G;BBC;OO;EAf;/MDA;6;2107;2910
11625;1730-1745;Mo-Fr;G;BBC;TIG;EAf;/MDA;6;2107;2910
11625;1745-1800;Mo-Fr;G;BBC;E;EAf;/MDA;6;2107;2910
11625;1300-1400;;TWN;Radio Taiwan Int.;IN;INS;;1;;
11630;0600-0900;We-Mo;CHN;China National Radio 17;KZ;CHN;L;1;;
11630;0900-1200;;CHN;China National Radio 17;KZ;CHN;L;1;;
11630;1200-1805;;CHN;China National Radio 17;KZ;CHN;L;5;;
11630;2355-0600;;CHN;China National Radio 17;KZ;CHN;L;1;;
11630;1600-1700;;CHN;CNR1 Jammer/Firedrake;M;FE;;6;804;2308
11630;2120-2220;;IRN;IRIB Voice of I.R.Iran;BOS;Eu;k;8;;
11630;0930-1600;tent;KWT;Radio Kuwait;A;EAf;;8;1004;
11630;1430-1457;;PHL;Radio Veritas Asia;UR;SAs;/CVA;0;;
11630;1600-1700;;USA;Voice of America;TB;FE;/D-L;6;804;2308
11635;1000-1100;;CHN;China Radio Int.;E;Sib;b;0;;
11635;1100-1200;;CHN;China Radio Int.;EO;FE;u;0;;
11635;2200-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
11635;0754-0850;246;CUB;Cuban Spy Numbers;S;Am;;1;;[0217]
11635;0954-1050;246;CUB;Cuban Spy Numbers;S;Am;;1;;[1114]
11635;1754-1850;;CUB;Cuban Spy Numbers;S;Am;;1;;[0917]
11635;2054-2150;1357;CUB;Cuban Spy Numbers;S;Am;;1;;[0917]
11635;2158-2250;246;CUB;Cuban Spy Numbers;S;Am;;1;;[0916]
11635;1830-1930;;KRE;Voice of Korea;F;ME;u;1;;
11635;1930-2030;;KRE;Voice of Korea;E;ME;u;1;;
11635;2030-2130;;KRE;Voice of Korea KCBS;K;ME;u;1;;
11635;2130-2230;;KRE;Voice of Korea;M;FE;u;1;;
11635;2230-2330;;KRE;Voice of Korea;M;FE;u;1;;
11635;2330-0030;;KRE;Voice of Korea KCBS;K;FE;u;1;;
11635;0800-0810;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;103;3004[0417]
11635;0800-0810;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;109;3110[0917]
11635;2200-2300;;TWN;Radio Taiwan Int.;M;SEA;p;1;;
11635;2300-2400;;TWN;Radio Taiwan Int.;M;SEA;p;1;;
11635;0700-0900;;USA;Radio Farda;FS;IRN;/XUU;6;2205;2910
11640;0200-0300;;CHN;China Radio Int.;BE;SAs;k;0;;
11640;0300-0400;;CHN;China Radio Int.;HI;SAs;ka;0;;
11640;0700-0800;;CHN;China Radio Int.;CA;FE;j;0;;
11640;0800-0900;;CHN;China Radio Int.;M;FE;j;0;;
11640;1200-1300;;CHN;China Radio Int.;VN;SEA;x;0;;
11640;1430-1500;;CHN;China Radio Int.;TAG;PHL;b;0;;
11640;1800-1830;;CHN;China Radio Int.;HA;NIG;/MLI;0;;
11640;1830-1930;;CHN;China Radio Int.;A;EAf;/MLI;0;;
11640;1930-2000;;CHN;China Radio Int.;P;SAf;/MLI;0;;
11640;2000-2100;;CHN;China Radio Int.;E;EAf;/MLI;0;;
11640;2100-2130;;CHN;China Radio Int.;E;EAf;/MLI;0;;
11640;0100-0200;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
11640;0400-0600;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
11640;1000-1400;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
11640;1320-1420;;IRN;IRIB Voice of I.R.Iran;R;EEu;s;0;;
11640;1520-1620;;IRN;IRIB Voice of I.R.Iran;E;SAs;k;8;;
11640;0400-0600;;TWN;Radio Taiwan Int.;M;FE;k;1;;
11640;1000-1100;;TWN;Radio Taiwan Int.;M;FE;k;1;;
11640;1100-1200;;TWN;Radio Taiwan Int.;M;FE;k;1;;
11640;1200-1300;;TWN;Radio Taiwan Int.;M;FE;k;1;;
11640;1300-1400;;TWN;Radio Taiwan Int.;M;FE;k;1;;
11640;0100-0200;;USA;Radio Free Asia;UI;FE;/MRA-t;6;2603;1404
11640;0100-0200;;USA;Radio Free Asia;UI;FE;/KWT;6;1504;2910
11645;2245-0045;;IND;All India Radio GOS;E;FE;k;1;;
11645;1530-1630;;KRE;Voice of Korea;A;ME;u;1;;
11645;1630-1730;;KRE;Voice of Korea;E;ME;u;1;;
11645;1730-1830;;KRE;Voice of Korea;A;ME;u;1;;
11650;0100-0200;;CHN;China Radio Int.;M;PAK;u;0;;
11650;0200-0300;;CHN;China Radio Int.;UR;SAs;ka;0;;
11650;0400-0500;;CHN;China Radio Int.;VN;SEA;k;0;;
11650;0500-0600;;CHN;China Radio Int.;VN;SEA;k;0;;
11650;1100-1300;;CHN;China Radio Int.;E;PAK;u;0;;
11650;1300-1400;;CHN;China Radio Int.;EO;SEA;b;0;;
11650;1400-1500;;CHN;China Radio Int.;AM;SEA;k;0;;
11650;1700-1800;;CHN;China Radio Int.;EO;Eu;x;0;;
11650;1800-2000;;CHN;China Radio Int.;D;WEu;u;6;2603;2805
11650;1800-2000;;CHN;China Radio Int.;D;WEu;u;6;306;2207
11650;1800-2000;;CHN;China Radio Int.;D;WEu;u;6;3107;2910
11650;0430-0530;;HOL;Radio Dabanga;SUD;SDN;/CVA;0;;
11650;0330-0430;;HOL;Radio Tamazuj;SUD;SSD;/MDG;0;;
11650;2200-0200;;OMA;Radio Sultanate Oman;A;Eu;t;8;;[1016]
11650;1500-1530;;PHL;FEBC Manila Radio Teos;R;Sib;b;1;;
11650;1530-1600;Mo-Sa;PHL;FEBC Manila Radio Teos;R;Sib;b;1;;
11650;1530-1600;Su;PHL;FEBC Manila Radio Teos;UK;Sib;b;1;;
11650;0800-0900;Su;ROU;Radio Romania Int.;RO;EGY;g;0;;
11650;0900-1000;Su;ROU;Radio Romania Int.;RO;SEu;g;0;;
11650;1000-1100;;ROU;Radio Romania Int.;F;SEu;g;6;2603;2604
11650;1000-1100;;ROU;Radio Romania Int.;F;SEu;g;6;2804;2910
11655;0600-0615;;G;Bible Voice;A;NAf;/D-n;0;;
11655;0740-0750;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;105;3108[0817]
11655;1600-1630;;S;IBRA Radio;AFA;EAf;/UAE;0;;
11655;2300-2400;;TWN;Radio Taiwan Int.;VN;SEA;p;1;;
11655;0000-0030;;USA;Adventist World Radio;BR;SEA;/CLN-t;0;;
11655;0030-0100;;USA;Adventist World Radio;KA;SEA;/CLN-t;0;;
11660;1100-1300;;CHN;China Radio Int.;E;SAs;ka;0;;
11660;1300-1400;;CHN;China Radio Int.;E;SAs;ka;0;;
11660;1400-1500;;CHN;China Radio Int.;UR;SAs;k;0;;
11660;1730-1830;;CHN;China Radio Int.;M;Eu;s;0;;
11660;2030-2230;;CHN;China Radio Int.;F;SEu;ka;0;;
11660;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;x;1;;
11660;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;x;1;;
11660;0855-1100;;CHN;CNR 2 China Business R.;M;CHN;x;5;;
11660;0629-0700;;G;BBC;HA;WAf;w;0;;
11660;1630-1700;Mo-Fr;G;BBC;KNK;EAf;/AFS;0;;
11660;1930-2000;;G;BBC;HA;WAf;/ASC;0;;
11660;2000-2030;Fr;G;BBC;HA;WAf;/ASC;0;;
11660;1630-1645;Su-Mo;SWZ;Trans World Radio;AH;ETH;;4;;
11660;1630-1645;Fr,Sa;SWZ;Trans World Radio;KAM;ETH;;4;;
11660;1630-1645;Tu;SWZ;Trans World Radio;OO;ETH;;4;;
11660;1630-1700;We-Th;SWZ;Trans World Radio;OO;ETH;;4;;
11660;1645-1700;Mo-We;SWZ;Trans World Radio;BNA;ETH;;4;;
11660;1645-1700;Fr,Sa;SWZ;Trans World Radio;HAD;ETH;;4;;
11660;1645-1700;Su;SWZ;Trans World Radio;OO;ETH;;4;;
11660;1700-1715;;SWZ;Trans World Radio;AH;ETH;;4;;
11660;1715-1730;Su-Fr;SWZ;Trans World Radio;AH;ETH;;4;;
11660;1715-1800;Sa;SWZ;Trans World Radio;OO;ETH;;4;;
11660;1730-1800;Mo-Fr;SWZ;Trans World Radio;OO;ETH;;4;;
11660;1730-1830;Su;SWZ;Trans World Radio;AH;ETH;;4;;
11665;1500-1530;;CHN;China Radio Int.;PS;AFG;k;0;;
11665;1530-1600;;CHN;China Radio Int.;PS;AFG;k;0;;
11665;1315-1400;Mo,Th;MLA;RTM Wai FM Limbang;ML;MLA;ka;1;;[0917]
11665;1601-1657;irr;MLA;RTM Sarawak FM;ML;MLA;ka;1;;[0517]
11665;2300-1601;;MLA;RTM Wai FM;ML;MLA;ka;1;;[0917]
11670;1200-1300;;CHN;China Radio Int.;E;CAs;x;0;;
11670;1600-1700;;CHN;CNR1 Jammer/Firedrake;M;FE;;6;1905;2910
11670;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;B;1;;
11670;0855-1200;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
11670;2230-0600;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
11670;2330-0600;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
11670;0000-0100;;CUB;Radio Habana Cuba;S;SAm;b;1;;
11670;0100-0200;;CUB;Radio Habana Cuba;S;SAm;b;1;;
11670;0200-0400;;CUB;Radio Habana Cuba;S;SAm;b;5;;
11670;0200-0300;;CUB;Radio Habana Cuba;S;SAm;b;4;;
11670;0300-0500;;CUB;Radio Habana Cuba;S;SAm;b;4;;
11670;2300-2400;;CUB;Radio Habana Cuba;S;SAm;b;1;;
11670;0215-0300;;IND;All India Radio GOS;PS;AFG;b;1;;
11670;0300-0345;;IND;All India Radio GOS;DR;AFG;b;1;;
11670;0400-0430;;IND;All India Radio GOS;FS;ME;b;1;;
11670;0430-0530;;IND;All India Radio GOS;A;ME;b;1;;
11670;0530-0600;Haj;IND;All India Radio GOS;UR;ME;b;1;;
11670;1600-1700;;USA;Radio Free Asia;UI;FE;/D-b;6;1905;2910
11675;1300-1400;;CHN;China Radio Int.;HI;PAK;u;0;;
11675;1400-1500;;CHN;China Radio Int.;E;PAK;u;0;;
11675;0600-1200;;TUR;Voice of Turkey;TU;ME;e;0;;
11680;1200-1300;;CHN;China Radio Int.;KH;SEA;n;0;;
11680;1700-1800;;CHN;China Radio Int.;SWA;EAf;x;0;;
11680;2300-2400;;CHN;China Radio Int.;J;FE;x;0;;
11680;2030-1830;;KRE;KCBS Pyongyang;K;KRE;k;1;;[0117]
11680;1900-2000;;USA;Adventist World Radio;A;ME;/MDG;0;;
11680;0500-0800;Mo-Fr;ZMB;Voice of Hope Africa;E;SAf;m;1;2907;
11685;0000-0200;;CHN;China National Radio 11;TB;CHN;as;1;;
11685;0200-0300;;CHN;China National Radio 11;AMD;CHN;as;1;;
11685;0300-0400;;CHN;China National Radio 11;KHA;CHN;as;1;;
11685;0400-0600;;CHN;China National Radio 11;TB;CHN;as;1;;
