kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60
738;0200-0230;Tu;RUS;Radiopanorama;R;EEu;m;1;;
738;0430-0500;Mo;RUS;Radiopanorama;R;EEu;m;1;;
738;0730-0800;Su;RUS;Radiopanorama;R;EEu;m;1;;
738;0900-0930;Tu;RUS;Radiopanorama;R;EEu;m;1;;
738;1030-1100;We;RUS;Radiopanorama;R;EEu;m;1;;
738;1230-1300;Sa;RUS;Radiopanorama;R;EEu;m;1;;
738;1500-1530;Su;RUS;Radiopanorama;R;EEu;m;1;;
738;1800-1830;Mo;RUS;Radiopanorama;R;EEu;m;1;;
738;2030-2100;Sa;RUS;Radiopanorama;R;EEu;m;1;;
738;2130-2200;Tu;RUS;Radiopanorama;R;EEu;m;1;;
738;2330-2400;Sa;RUS;Radiopanorama;R;EEu;m;1;;
738;0130-0200;;SVK;Radio Slovakia Int.;R;EEu;/RUS-m;1;;
738;0400-0430;;SVK;Radio Slovakia Int.;R;EEu;/RUS-m;1;;
738;0630-0700;;SVK;Radio Slovakia Int.;R;EEu;/RUS-m;1;;
738;1130-1200;;SVK;Radio Slovakia Int.;R;EEu;/RUS-m;1;;
738;1630-1700;;SVK;Radio Slovakia Int.;R;EEu;/RUS-m;1;;
738;1900-1930;;SVK;Radio Slovakia Int.;R;EEu;/RUS-m;1;;
738;2300-2330;;SVK;Radio Slovakia Int.;R;EEu;/RUS-m;1;;
738;1500-1600;;TWN;Radio Taiwan Int.;E;FE;pe;1;;
738;1600-1500;;TWN;Taiwan Area Fisheries;M;FE;pe;1;;
738;0000-0030;Mo,Th;UN;United Nations Radio;R;EEu;/RUS-m;1;;
738;0230-0300;Tu,Fr;UN;United Nations Radio;R;EEu;/RUS-m;1;;
738;0500-0530;Tu,Fr;UN;United Nations Radio;R;EEu;/RUS-m;1;;
738;0700-0730;We,Su;UN;United Nations Radio;R;EEu;/RUS-m;1;;
738;1000-1030;Mo,Th;UN;United Nations Radio;R;EEu;/RUS-m;1;;
738;1300-1330;We,Su;UN;United Nations Radio;R;EEu;/RUS-m;1;;
738;1530-1600;Tu,Fr;UN;United Nations Radio;R;EEu;/RUS-m;1;;
738;1930-2000;Tu,Sa;UN;United Nations Radio;R;EEu;/RUS-m;1;;
738;2100-2130;Mo,Th;UN;United Nations Radio;R;EEu;/RUS-m;1;;
738;2230-2300;Tu,Sa;UN;United Nations Radio;R;EEu;/RUS-m;1;;
747;1415-1430;Tu;IND;FEBA India;HI;SAs;lu;1;;
765;0130-0230;;IRN;IRIB Voice of I.R.Iran;UR;SAs;c;1;;
765;0230-1250;;IRN;IRIB Voice of I.R.Iran;A;SAs;c;1;;
765;1250-1320;;IRN;IRIB Voice of I.R.Iran;PS;SAs;c;1;;
765;1320-1420;;IRN;IRIB Voice of I.R.Iran;UR;SAs;c;1;;
765;1520-1720;;IRN;IRIB Voice of I.R.Iran;UR;SAs;c;1;;
765;1620-0120;;IRN;IRIB Voice of I.R.Iran;A;SAs;c;1;;
783;1930-2000;;ALG;Radio Algiers Int.;S;NAf;;1;;
783;2000-2030;;ALG;Radio Algiers Int.;A;NAf;;1;;
783;2030-2100;;ALG;Radio Algiers Int.;F;NAf;;1;;
783;2100-2130;;ALG;Radio Algiers Int.;A;NAf;;1;;
783;2130-2200;;ALG;Radio Algiers Int.;E;NAf;;1;;
783;2200-2230;;ALG;Radio Algiers Int.;S;NAf;;1;;
783;2230-2300;;ALG;Radio Algiers Int.;A;NAf;;1;;
783;0400-0630;;SYR;Radio Damascus;HB;ME;;2;;
783;1800-1900;;SYR;Radio Damascus;D;ME;;1;;
783;1900-2000;;SYR;Radio Damascus;F;ME;;1;;
783;2155-1700;;VTN;Voice of Vietnam 2;VN;VTN;;1;;
800;0000-0300;;USA;Trans World Radio;S;CUB;/BES;1;;[1218]
800;0300-0800;;USA;Trans World Radio;S;Car;/BES;1;;[0319]
800;0800-0945;;USA;Trans World Radio;P;SAm;/BES;1;;
800;0945-1000;Su;USA;Trans World Radio;BNI;SAm;/BES;1;;
800;0945-1000;Sa;USA;Trans World Radio;MX;SAm;/BES;1;;
800;0945-1000;Mo-Fr;USA;Trans World Radio;P;SAm;/BES;1;;
800;1000-1230;;USA;Trans World Radio;S;Car;/BES;1;;
800;2130-2300;;USA;Trans World Radio;S;Car;/BES;1;;
800;2300-2400;;USA;Trans World Radio;E;Car;/BES;1;;
801;0300-0700;;KRE;PBS Pyongyang Pansong;K;FE;hw;1;;
801;0700-1300;;KRE;PBS Pyongyang Pansong;K;FE;hw;1;;
801;1300-1800;;KRE;PBS Pyongyang Pansong;K;FE;hw;1;;
801;2030-2100;;KRE;PBS Pyongyang Pansong;K;FE;hw;1;;
801;2100-0300;;KRE;PBS Pyongyang Pansong;K;FE;hw;1;;
810;0802-0805;Mo-Fr;MKD;Macedonian Radio;E;SEE;;2;;
810;1302-1307;Mo-Fr;MKD;Macedonian Radio;E;SEE;;2;;
810;1604-1610;Mo-Fr;MKD;Macedonian Radio;E;SEE;;2;;
810;1830-1900;Mo-Fr;MKD;Macedonian Radio;F;SEE;;2;;
810;1830-2100;SaSu;MKD;Macedonian Radio;MC;SEE;;2;;
810;1900-1930;Mo-Fr;MKD;Macedonian Radio;BU;SEE;;2;;
810;1930-2000;Mo-Fr;MKD;Macedonian Radio;GR;SEE;;2;;
810;2000-2030;Mo-Fr;MKD;Macedonian Radio;AL;SEE;;2;;
810;2030-2100;Mo-Fr;MKD;Macedonian Radio;SR;SEE;;2;;
810;2100-1830;;MKD;Macedonian Radio;MC;SEE;;2;;[1117]
819;0715-0730;Mo;IND;FEBA India;HI;SAs;dn;1;;
819;2200-1600;;VTN;Voice of Vietnam 4;Vn;VTN;b;1;;
837;0255-0600;;ETH;Radio Oromiya;OO;EAf;;1;;
837;0600-0900;SaSu;ETH;Radio Oromiya;OO;EAf;;1;;
837;0900-1100;;ETH;Radio Oromiya;OO;EAf;;1;;
837;1100-1530;SaSu;ETH;Radio Oromiya;OO;EAf;;1;;
837;1530-2000;;ETH;Radio Oromiya;OO;EAf;;1;;[0218]
840;0253-0830;;ERI;Voice of Broad Masses;Vn;EAf;;1;;[1116]
840;1325-1845;;ERI;Voice of Broad Masses;Vn;EAf;;1;;[1118]
846;0500-0700;;I;IRRS Milano;E;Eu;/I-eu;2;;
846;1800-1900;;I;IRRS Milano;E;Eu;/I-eu;2;;
846;1900-2000;Mo-Th;I;IRRS Milano;E;Eu;/I-eu;2;;
846;1900-2000;Fr-Su;I;IRRS Milano;E;Eu;/I-eu;2;;
846;2000-0100;;I;IRRS Milano;E;Eu;/I-eu;2;;
846;0020-0500;;IND;AIR Ahmedabad;GU;SAs;ah;1;;[0319]
846;0630-0930;;IND;AIR Ahmedabad;GU;SAs;ah;1;;
846;0930-1000;Su;IND;AIR Ahmedabad;GU;SAs;ah;1;;
846;1030-1130;Su;IND;AIR Ahmedabad;GU;SAs;ah;1;;
846;1130-1743;;IND;AIR Ahmedabad;GU;SAs;ah;1;;[0319]
846;1730-1735;;IND;AIR Delhi;E;SAs;ah;1;;[0318]
846;1735-1740;;IND;AIR Delhi;HI;SAs;ah;1;;
846;0745-0005;;TWN;Han Sheng V.o.Kuanghua;M;FE;y;1;;
846;0030-0100;Su;USA;World of Radio;E;Eu;/I-eu;4;;
846;2200-2230;Su;USA;World of Radio;E;Eu;/I-eu;2;;
846;2330-2400;Sa;USA;World of Radio;E;Eu;/I-eu;5;;
855;0300-0700;;KRE;PBS Pyongyang Pansong;K;FE;sw;1;;
855;0700-1300;;KRE;PBS Pyongyang Pansong;K;FE;sw;1;;
855;1300-1800;;KRE;PBS Pyongyang Pansong;K;FE;sw;1;;
855;1800-1900;;KRE;PBS Pyongyang Pansong;K;FE;sw;1;;
855;1900-2000;;KRE;PBS Pyongyang Pansong;K;FE;sw;1;;
855;2000-2030;;KRE;PBS Pyongyang Pansong;K;FE;sw;1;;
855;2100-0300;;KRE;PBS Pyongyang Pansong;K;FE;sw;1;;
864;0030-0035;;IND;AIR Delhi;HI;SAs;sg;1;;
864;0035-0040;;IND;AIR Delhi;E;SAs;sg;1;;
864;0245-0300;;IND;AIR Delhi;E;SAs;sg;1;;
864;1230-1235;;IND;AIR Delhi;E;SAs;sg;1;;
864;1330-1347;25Jan;IND;AIR Delhi;E;SAs;sg;1;101;2501
864;1347-1404;25Jan;IND;AIR Delhi;HI;SAs;sg;1;101;2501
864;1512-1530;;IND;AIR Delhi;HI;SAs;sg;1;;
864;1530-1545;;IND;AIR Delhi;E;SAs;sg;1;;
864;1730-1735;;IND;AIR Delhi;E;SAs;sg;1;;
864;1135-1140;;IND;AIR North-East;E;SAs;sg;1;;
864;1235-1400;;IND;AIR North-East;E;SAs;sg;1;;
864;0025-0400;;IND;AIR Shillong;KHS;SAs;sg;1;;
864;0300-0305;;IND;AIR Shillong;E;SAs;sg;1;;
864;0400-0430;;IND;AIR Shillong;KHS;SAs;sg;1;;
864;0335-0656;26Jan;IND;AIR Shillong;KHS;SAs;sg;1;101;2601
864;0656-0931;;IND;AIR Shillong;KHS;SAs;sg;1;;
864;1056-1742;;IND;AIR Shillong;KHS;SAs;sg;1;;
864;1210-1235;;IND;AIR Shillong;GAR;SAs;sg;1;;
864;1245-1300;;IND;AIR Shillong;JAI;SAs;sg;1;;
864;1300-1430;irr;IND;AIR Shillong;E;SAs;sg;1;;
864;1435-1440;;IND;AIR Shillong;E;SAs;sg;1;;
864;1510-1512;;IND;AIR Shillong;E;SAs;sg;1;;
864;0200-0300;;USA;Radio Liberty;TK;CAs;/ARM;1;;
864;1500-1530;;USA;Radio Liberty;UZ;CAs;/ARM;1;;
864;1530-1600;;USA;Radio Liberty;TK;CAs;/ARM;1;;
864;1610-1625;;USA;Trans World Radio;TK;CAs;/ARM;1;;[1015]
864;1625-1640;;USA;Trans World Radio;KZ;CAs;/ARM;1;;
864;1640-1655;SaSu;USA;Trans World Radio;KPK;CAs;/ARM;1;;
864;1640-1710;Mo-Fr;USA;Trans World Radio;R;CAs;/ARM;1;;[0917]
864;1655-1710;Sa;USA;Trans World Radio;KPK;CAs;/ARM;1;;
864;1655-1710;Su;USA;Trans World Radio;UZ;CAs;/ARM;1;;
864;1710-1740;;USA;Trans World Radio;UZ;CAs;/ARM;1;;
864;1740-1755;Th,Su;USA;Trans World Radio;CHE;CAs;/ARM;1;;
864;1740-1755;We;USA;Trans World Radio;DAR;CAs;/ARM;1;;
864;1740-1755;Fr;USA;Trans World Radio;KMY;CAs;/ARM;1;;
864;1740-1755;Tu;USA;Trans World Radio;LEZ;CAs;/ARM;1;;
864;1740-1755;Mo;USA;Trans World Radio;TBS;CAs;/ARM;1;;
864;1740-1755;Sa;USA;Trans World Radio;TT;CAs;/ARM;1;;
873;0910-1600;;CHN;China Huayi BC;M;FE;f;1;;[0318]
873;0700-0900;;HNG;Nemzetisegi Radio;HR;HNG;lh;2;;
873;0700-0900;;HNG;Nemzetisegi Radio;HR;HNG;p;2;;
873;0900-1100;;HNG;Nemzetisegi Radio;D;HNG;lh;2;;[1218]
873;0900-1100;;HNG;Nemzetisegi Radio;D;HNG;p;2;;
873;1100-1200;Mo-Fr;HNG;Nemzetisegi Radio;VX;HNG;lh;2;;
873;1100-1200;Mo-Fr;HNG;Nemzetisegi Radio;VX;HNG;p;2;;
873;1200-1230;Sa;HNG;Nemzetisegi Radio;AR;HNG;lh;2;;
873;1200-1230;Sa;HNG;Nemzetisegi Radio;AR;HNG;p;2;;
873;1200-1230;We;HNG;Nemzetisegi Radio;BU;HNG;lh;2;;
873;1200-1230;We;HNG;Nemzetisegi Radio;BU;HNG;p;2;;
873;1200-1230;Th;HNG;Nemzetisegi Radio;GR;HNG;lh;2;;
873;1200-1230;Th;HNG;Nemzetisegi Radio;GR;HNG;p;2;;
873;1200-1230;Tu;HNG;Nemzetisegi Radio;RU;HNG;lh;2;;
873;1200-1230;Tu;HNG;Nemzetisegi Radio;RU;HNG;p;2;;
873;1200-1230;Mo;HNG;Nemzetisegi Radio;SV;HNG;lh;2;;
873;1200-1230;Mo;HNG;Nemzetisegi Radio;SV;HNG;p;2;;
873;1200-1230;Fr;HNG;Nemzetisegi Radio;UK;HNG;lh;2;;
873;1200-1230;Fr;HNG;Nemzetisegi Radio;UK;HNG;p;2;;
873;1230-1300;Sa;HNG;Nemzetisegi Radio;PO;HNG;lh;2;;
873;1230-1300;Sa;HNG;Nemzetisegi Radio;PO;HNG;p;2;;
873;1300-1500;;HNG;Nemzetisegi Radio;SR;HNG;lh;2;;
873;1300-1500;;HNG;Nemzetisegi Radio;SR;HNG;p;2;;
873;1500-1700;;HNG;Nemzetisegi Radio;RO;HNG;lh;2;;
873;1500-1700;;HNG;Nemzetisegi Radio;RO;HNG;p;2;;
873;1700-1900;;HNG;Nemzetisegi Radio;SK;HNG;lh;2;;
873;1700-1900;;HNG;Nemzetisegi Radio;SK;HNG;p;2;;
873;1900-2100;irr;HNG;Nemzetisegi Radio;HR;HNG;lh;2;;
873;1900-2100;irr;HNG;Nemzetisegi Radio;HR;HNG;p;2;;
873;2100-2300;irr;HNG;Nemzetisegi Radio;D;HNG;lh;2;;[1018]
873;2100-2300;irr;HNG;Nemzetisegi Radio;D;HNG;p;2;;
873;0130-0145;Sa-Tu;IND;FEBA India;TAM;SAs;/CLN-p;1;;
873;0145-0200;126;IND;FEBA India;TAM;SAs;/CLN-p;1;;
873;1800-1900;;KRE;PBS Pyongyang Pansong;K;FE;sn;1;;
873;1900-2000;;KRE;PBS Pyongyang Pansong;K;FE;sn;1;;
873;0400-2100;;MDA;R.Moldova Actualitati;RO;MDA;;2;;[0318]
873;0700-0708;;MDA;R.Moldova Actualitati;R;MDA;;2;;[1017]
873;0900-0905;;MDA;R.Moldova Actualitati;R;MDA;;2;;
873;1200-1205;;MDA;R.Moldova Actualitati;R;MDA;;2;;
873;1600-1608;We-Mo;MDA;R.Moldova Actualitati;R;MDA;;2;;
873;1815-1835;Tu-We;MDA;R.Moldova Actualitati;VX;MDA;;2;;
873;1815-1855;Fr;MDA;R.Moldova Actualitati;BU;MDA;;2;;
873;1815-1855;Mo;MDA;R.Moldova Actualitati;GAG;MDA;;2;;
873;1815-1855;Th;MDA;R.Moldova Actualitati;UK;MDA;;2;;
873;1835-1855;Tu-We;MDA;R.Moldova Actualitati;R;MDA;;2;;
873;1900-1905;Sa;MDA;R.Moldova Actualitati;R;MDA;;2;;
873;1900-1915;Mo-Fr;MDA;R.Moldova Actualitati;R;MDA;;2;;[0918]
873;1915-1928;Tu-Fr;MDA;R.Moldova Actualitati;R;MDA;;2;;
873;1825-1855;SaSu;USA;Radio Liberty;RO;MDA;/MDA;2;;
873;1915-1945;Mo;USA;Radio Liberty;R;MDA;/MDA;6;2810;1301
873;2030-2100;Mo;USA;Radio Liberty;RO;MDA;/MDA;2;;
880;0000-2400;;B;Radio Inconfidencia;P;B;c;1;;
882;0000-0030;;IND;Trans World Radio;MAL;SAs;/CLN-p;1;;
882;0030-0130;;IND;Trans World Radio;TAM;SAs;/CLN-p;1;;
882;1330-1345;Sa;IND;Trans World Radio;BNJ;SAs;/CLN-p;1;;
882;1330-1345;Su;IND;Trans World Radio;SRA;SAs;/CLN-p;1;;
882;1330-1400;Mo-Fr;IND;Trans World Radio;GON;SAs;/CLN-p;1;;
882;1345-1400;Su;IND;Trans World Radio;GON;SAs;/CLN-p;1;;
882;1345-1400;Sa;IND;Trans World Radio;TEL;SAs;/CLN-p;1;;
882;1400-1415;Su;IND;Trans World Radio;CHG;SAs;/CLN-p;1;;
882;1400-1415;Sa;IND;Trans World Radio;KOY;SAs;/CLN-p;1;;
882;1400-1430;Mo-Fr;IND;Trans World Radio;TEL;SAs;/CLN-p;1;;
882;1415-1430;Sa;IND;Trans World Radio;KON;SAs;/CLN-p;1;;
882;1415-1430;Su;IND;Trans World Radio;OR;SAs;/CLN-p;1;;
882;1430-1445;Su;IND;Trans World Radio;KAN;SAs;/CLN-p;1;;
882;1430-1500;Mo-Fr;IND;Trans World Radio;KAN;SAs;/CLN-p;1;;
882;1430-1515;Sa;IND;Trans World Radio;GU;SAs;/CLN-p;1;;
882;1445-1500;Su;IND;Trans World Radio;VAR;SAs;/CLN-p;1;;
882;1500-1530;Mo-Fr;IND;Trans World Radio;CHG;SAs;/CLN-p;1;;
882;1500-1530;Su;IND;Trans World Radio;GU;SAs;/CLN-p;1;;
882;1515-1530;Sa;IND;Trans World Radio;OR;SAs;/CLN-p;1;;
882;1530-1600;;IND;Trans World Radio;OR;SAs;/CLN-p;1;;
882;1600-1615;Su;IND;Trans World Radio;CHG;SAs;/CLN-p;1;;
882;1600-1630;Mo-Sa;IND;Trans World Radio;MAR;SAs;/CLN-p;1;;
882;1615-1630;Su;IND;Trans World Radio;TUL;SAs;/CLN-p;1;;
882;1630-1645;Su;IND;Trans World Radio;DEC;SAs;/CLN-p;1;;
882;1630-1700;Mo-Fr;IND;Trans World Radio;DEC;SAs;/CLN-p;1;;
882;2230-2300;;IND;Trans World Radio;BE;SAs;/CLN-p;1;;
882;2300-2330;;IND;Trans World Radio;HI;SAs;/CLN-p;1;;
882;2330-2345;Fr;IND;Trans World Radio;KKN;SAs;/CLN-p;1;;
882;2330-2400;Sa-Th;IND;Trans World Radio;GU;SAs;/CLN-p;1;;
882;2345-2400;Fr;IND;Trans World Radio;KUT;SAs;/CLN-p;1;;
909;0405-0420;Sa;ROU;Radio Cluj;UK;UKR;;2;;
909;1903-2000;Fr;ROU;Radio Constanta;AR;ROU;;2;;
909;1903-2000;Mo;ROU;Radio Constanta;GR;ROU;;2;;
909;1903-2000;We;ROU;Radio Constanta;R;ROU;;2;;
909;1903-2000;Th;ROU;Radio Constanta;TT;ROU;;2;;
909;1903-2000;Tu;ROU;Radio Constanta;TU;ROU;;2;;
909;0820-0830;Su;ROU;Radio Bukarest;D;ROU;;2;;
909;1200-1300;Mo-Sa;ROU;Radio Bukarest;D;ROU;;2;;[1218]
909;0300-0700;;USA;Voice of America;E;SAf;/BOT;1;;
909;1600-1700;;USA;Voice of America;E;Af;/BOT;1;;
909;1700-1800;;USA;Voice of America;ZWE;ZWE;/BOT;1;;
909;1800-1900;SaSu;USA;Voice of America;E;Af;/BOT;1;;
909;1800-1900;Mo-Fr;USA;Voice of America;ZWE;ZWE;/BOT;1;;
909;1900-2100;;USA;Voice of America;E;Af;/BOT;1;;
909;2100-0300;;USA;Voice of America;E;Af;/BOT;1;;
918;0600-0605;;CBG;National Radio Cambodia;E;SEA;ka;1;;
918;0605-0610;;CBG;National Radio Cambodia;F;SEA;ka;1;;
918;1200-1205;;CBG;National Radio Cambodia;E;SEA;ka;1;;[1117]
918;1205-1210;;CBG;National Radio Cambodia;F;SEA;ka;1;;[1117]
918;2200-1700;;CBG;National Radio Cambodia;KH;SEA;ka;1;;[1218]
918;1730-1735;;IND;AIR Delhi;E;SAs;su;1;;[0318]
918;1735-1740;;IND;AIR Delhi;HI;SAs;su;1;;
918;0025-0350;;IND;AIR Suratgarh;HI;SAs;su;1;;[0319]
918;0350-0445;Su;IND;AIR Suratgarh;HI;SAs;su;1;;
918;0700-0940;;IND;AIR Suratgarh;HI;SAs;su;1;;
918;1130-1730;;IND;AIR Suratgarh;HI;SAs;su;1;;[0319]
920;0000-2400;;PRG;Radio Nacional Paraguay;S;PRG;c;1;;
927;1930-2000;;ALG;Radio Algiers Int.;S;NAf;tm;1;;
927;2000-2030;;ALG;Radio Algiers Int.;A;NAf;tm;1;;
927;2030-2100;;ALG;Radio Algiers Int.;F;NAf;tm;1;;
927;2100-2130;;ALG;Radio Algiers Int.;A;NAf;tm;1;;
927;2130-2200;;ALG;Radio Algiers Int.;E;NAf;tm;1;;
927;2200-2230;;ALG;Radio Algiers Int.;S;NAf;tm;1;;
927;2230-2300;;ALG;Radio Algiers Int.;A;NAf;tm;1;;
927;1600-1630;;J;NHK Radio Japan;R;CAs;/TJK;1;;
927;1630-1700;;J;NHK Radio Japan;FS;IRN;/TJK;1;;
927;1700-1730;;J;NHK Radio Japan;UR;SAs;/TJK;1;;
954;1805-1810;Mo-Fr;CZE;Radio Prague;E;CEu;b;2;;
954;1805-1810;Mo-Fr;CZE;Radio Prague;E;CEu;cb;2;;
954;1805-1810;Mo-Fr;CZE;Radio Prague;E;CEu;kv;2;;
954;1905-1910;Mo-Fr;CZE;Radio Prague;E;CEu;b;2;;
954;1905-1910;Mo-Fr;CZE;Radio Prague;E;CEu;cb;2;;
954;1905-1910;Mo-Fr;CZE;Radio Prague;E;CEu;kv;2;;
954;0615-0630;Fr;IND;FEBA India;HI;SAs;nj;1;;
963;1000-1100;;CHN;China Radio Int.;R;FE;hd;1;;
963;1100-1200;;CHN;China Radio Int.;R;FE;hd;1;;
963;1200-1300;;CHN;China Radio Int.;R;FE;hd;1;;
963;1300-1400;;CHN;China Radio Int.;R;FE;hd;1;;
963;1400-1500;;CHN;China Radio Int.;R;FE;hd;1;;
963;1500-1600;;CHN;China Radio Int.;R;FE;hd;1;;
963;1303-1330;;TUN;Radio Tunis Chaine Int.;E;TUN;;1;;[0216]
963;1330-1400;;TUN;Radio Tunis Chaine Int.;I;TUN;;1;;
963;1400-1903;;TUN;Radio Tunis Chaine Int.;F;TUN;;1;;
963;1903-1930;;TUN;Radio Tunis Chaine Int.;S;TUN;;1;;[1015]
963;1930-2000;;TUN;Radio Tunis Chaine Int.;D;TUN;;1;;[0119]
963;2000-1303;;TUN;Radio Tunis Chaine Int.;F;TUN;;1;;[0318]
972;0350-1400;;KOR;KBS Hanminjok;K;FE;d;1;;[1218]
972;1400-2400;;KOR;KBS Hanminjok;K;FE;d;1;;[1218]
972;1400-0200;;USA;VoA Radio Aap ki Dunya;UR;SAs;/TJK-o;1;;
981;1230-1300;Mo-Fr;J;NHK Radio Japan;T;THA;/THA;1;;
990;0000-2400;;USA;Radio Sawa;A;ME;/CYP-g;1;;
999;1900-1915;;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1915-1930;SaSu;USA;Trans World Radio;R;EEu;/MDA;2;;[0917]
999;1915-1930;Mo-Fr;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1930-2000;Su-Tu;USA;Trans World Radio;R;EEu;/MDA;2;;
999;1930-2000;We-Sa;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;2000-2015;Su-Fr;USA;Trans World Radio;R;EEu;/MDA;2;;
999;2000-2015;Sa;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;2015-2030;Mo;USA;Trans World Radio;BY;EEu;/MDA;2;;
999;2015-2030;Tu-Su;USA;Trans World Radio;R;EEu;/MDA;2;;
999;2030-2100;;USA;Trans World Radio;RO;EEu;/MDA;2;;
1017;1100-1400;;CHN;China Radio Int.;K;FE;cc;1;;
1017;1400-1500;;CHN;China Radio Int.;K;FE;cc;1;;[1218]
1017;0600-1100;;CHN;China National Radio 8;K;CHN;cc;1;;
1035;0300-0500;;USA;Trans World Radio;R;EEu;/EST-tt;1;;
1035;1700-1800;135;USA;Trans World Radio;R;EEu;/EST-tt;1;;
1035;1800-2000;;USA;Trans World Radio;R;EEu;/EST-tt;1;;
1044;1100-1600;;CHN;China Radio Int.;J;FE;ch;1;;[1218]
1053;1530-1545;;IND;AIR Delhi;E;SAs;t;1;;
1053;1545-1600;;IND;AIR Delhi;E;SAs;t;1;;
1053;0000-0045;;IND;All India Radio GOS;TAM;CLN;t;1;;
1053;0045-0115;;IND;All India Radio GOS;SI;CLN;t;1;;
1053;0115-0330;;IND;All India Radio GOS;TAM;CLN;t;1;;
1053;1000-1100;;IND;All India Radio GOS;E;CLN;t;1;;
1053;1100-1300;;IND;All India Radio GOS;TAM;CLN;t;1;;
1053;1300-1500;;IND;All India Radio GOS;SI;CLN;t;1;;
1053;1500-1530;;IND;All India Radio GOS;TAM;CLN;t;1;;
1053;1130-1200;Th;ROU;Radio Iasi;R;ROU;;2;;
1053;1130-1200;We;ROU;Radio Iasi;UK;ROU;;2;;
1053;1830-1900;We;ROU;Radio Iasi;R;ROU;;2;;
1060;0000-2400;;CAN;CFVP Calgary Funny AM;E;WNA;c;1;;[1018]
1060;0600-0630;;F;Radio France Int.;S;CAm;/MEX-e;2;;
1060;0000-0601;;MEX;Radio Educacion;S;CAm;e;2;;
1060;0601-2400;;MEX;Radio Educacion;S;CAm;e;2;;
1062;0000-0030;Su;PHL;FEBC Manila;E;PHL;ko;1;;
1062;0000-0100;Sa;PHL;FEBC Manila;E;PHL;ko;1;;
1062;0000-0130;Mo-Fr;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;0030-0100;Su;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;0100-0130;Sa;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;0130-0200;Sa;PHL;FEBC Manila;ILG;PHL;ko;1;;
1062;0130-0530;Mo-Fr;PHL;FEBC Manila;E;PHL;ko;1;;
1062;0200-0300;Sa;PHL;FEBC Manila;E;PHL;ko;1;;
1062;0300-0530;Sa;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;0530-0600;Mo-Fr;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;0530-0800;Sa;PHL;FEBC Manila;E;PHL;ko;1;;
1062;0600-0700;Mo-Fr;PHL;FEBC Manila;E;PHL;ko;1;;
1062;0700-0900;Mo-Fr;PHL;FEBC Manila;ILG;PHL;ko;1;;
1062;0800-0900;Sa;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;0900-0930;Mo-Fr;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;0900-0930;Sa;PHL;FEBC Manila;TBL;PHL;ko;1;;
1062;0930-1000;Mo;PHL;FEBC Manila;CEB;PHL;ko;1;;
1062;0930-1000;We;PHL;FEBC Manila;E;PHL;ko;1;;
1062;0930-1000;Tu;PHL;FEBC Manila;ILC;PHL;ko;1;;
1062;0930-1000;Th;PHL;FEBC Manila;ILG;PHL;ko;1;;
1062;0930-1000;Sa;PHL;FEBC Manila;MNB;PHL;ko;1;;
1062;0930-1000;Fr;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;1000-1030;Sa;PHL;FEBC Manila;TGB;PHL;ko;1;;
1062;1000-1230;Mo-Fr;PHL;FEBC Manila;E;PHL;ko;1;;
1062;1030-1045;Sa;PHL;FEBC Manila;-MX;PHL;ko;1;;
1062;1045-1100;Sa;PHL;FEBC Manila;AKL;PHL;ko;1;;
1062;1100-1130;Sa;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;1130-1145;Sa;PHL;FEBC Manila;CEB;PHL;ko;1;;
1062;1145-1200;Sa;PHL;FEBC Manila;KRY;PHL;ko;1;;
1062;1200-1230;Sa;PHL;FEBC Manila;E;PHL;ko;1;;
1062;2100-2130;Sa;PHL;FEBC Manila;E;PHL;ko;1;;
1062;2100-2130;Su-Fr;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;2130-2200;Su-Th;PHL;FEBC Manila;ILG;PHL;ko;1;;
1062;2130-2230;Fr;PHL;FEBC Manila;ILG;PHL;ko;1;;
1062;2130-2230;Sa;PHL;FEBC Manila;TAG;PHL;ko;1;;
1062;2200-2300;Su-Th;PHL;FEBC Manila;E;PHL;ko;1;;
1062;2230-2300;Sa;PHL;FEBC Manila;E;PHL;ko;1;;
1062;2230-2400;Fr;PHL;FEBC Manila;E;PHL;ko;1;;
1062;2300-2400;Sa-Th;PHL;FEBC Manila;TAG;PHL;ko;1;;
1071;0100-0100;;CZE;Ceský Rozhlas Plus;CZ;CEu;cb;2;;
1071;0100-0100;;CZE;Ceský Rozhlas Plus;CZ;CEu;os;2;;
1071;0005-0010;Mo-Fr;CZE;Ceský Rozhlas Plus;E;CEu;cb;4;;
